gender,height,anomaly,anomaly_score
Male,66.99688275,Normal,0.14642340804103687
Male,71.41846589,Normal,0.09790296547863842
Male,65.27930021,Normal,0.1516541227663486
Male,68.27419147,Normal,0.14391392085141752
Male,72.76536995,Normal,0.05056391009176131
Male,68.0993798,Normal,0.13890471111027802
Male,68.89670607,Normal,0.1352130603821366
Male,69.28950996,Normal,0.13516343722627044
Male,70.52322452,Normal,0.11312347435342868
Male,69.66372523,Normal,0.11757328042487603
Male,67.59526881,Normal,0.14713831504637126
Male,72.50812038,Normal,0.06114102384504272
Male,71.2529856,Normal,0.0906323075504516
Male,71.80918689,Normal,0.0957439671848298
Male,72.24516548,Normal,0.0773251260257769
Male,66.51262766,Normal,0.13047623638332517
Male,66.029034,Normal,0.140791825330974
Male,67.57715394,Normal,0.14444164039147922
Male,68.2465686,Normal,0.14760423531932243
Male,73.826127,Normal,0.003287521569885543
Male,69.80246436,Normal,0.12102908201152213
Male,65.95957778,Normal,0.14351888715642086
Male,71.07901758,Normal,0.10506920749497561
Male,66.59619654,Normal,0.12804766369880155
Male,68.95153509,Normal,0.131525830806611
Male,68.24446179,Normal,0.14912289269838802
Male,72.31682512,Normal,0.07327059903067601
Male,71.81542045,Normal,0.09494699973114418
Male,65.23704952,Normal,0.1540924486626507
Male,70.64053009,Normal,0.1102974729155603
Male,64.7319256,Normal,0.14769175158169867
Male,67.10355118,Normal,0.15253098069084514
Male,65.11748489,Normal,0.14844786261441367
Male,71.70123402,Normal,0.09311148860112406
Male,66.83287821,Normal,0.1357822493896404
Male,66.47127526,Normal,0.13023341982088632
Male,69.41152622,Normal,0.13615685848266817
Male,70.05217747,Normal,0.11555787037042886
Male,66.74360465,Normal,0.1356928504274051
Male,66.27432912,Normal,0.13795508133702855
Male,68.32844799,Normal,0.14586232229793122
Male,70.0758882,Normal,0.11357289699582113
Male,68.73298815,Normal,0.13256943701607166
Male,67.55605126,Normal,0.14792346198966477
Male,66.25363253,Normal,0.13463491547299256
Male,69.18220268,Normal,0.12817809256994406
Male,67.60910494,Normal,0.14454563773363527
Male,69.29273802,Normal,0.13484795196732374
Male,68.19068401,Normal,0.14943425212696199
Male,71.6070858,Normal,0.09932672849221025
Male,69.19685751,Normal,0.13109482963689323
Male,67.26196098,Normal,0.1481723824041492
Male,73.6851934,Normal,0.01082298003122295
Male,69.53721501,Normal,0.12759064470285741
Male,68.31155984,Normal,0.14491387409579692
Male,67.73896347,Normal,0.14814518310014096
Male,71.7057626,Normal,0.09338393807899137
Male,63.6322646,Normal,0.13730517726226465
Male,68.72119846,Normal,0.13387053183116687
Male,66.94934165,Normal,0.14532455882381157
Male,62.70698974,Normal,0.13051508757561375
Male,72.25840892,Normal,0.07560233384893522
Male,70.90865306,Normal,0.10755256444354216
Male,67.6098436,Normal,0.14454563773363527
Male,70.80155896,Normal,0.11089131661250629
Male,69.30476905,Normal,0.13428187612652182
Male,66.24289834,Normal,0.13672476095004155
Male,67.49219298,Normal,0.14734672429732576
Male,65.80624829,Normal,0.1441486167640949
Male,71.44370566,Normal,0.1009483437311034
Male,68.46440582,Normal,0.13857586687768214
Male,63.9879246,Normal,0.1355745196850292
Male,71.00189769,Normal,0.10618747057087485
Male,68.13972419,Normal,0.14720486576070257
Male,68.39540025,Normal,0.140571598346665
Male,68.09621975,Normal,0.13890471111027802
Male,68.14059036,Normal,0.14720486576070257
Male,68.86009031,Normal,0.13797910883053327
Male,66.14885254,Normal,0.14329458532836076
Male,66.20603205,Normal,0.13814693234871783
Male,67.43212021,Normal,0.14746550875637493
Male,69.47110603,Normal,0.12960260256154332
Male,70.51585969,Normal,0.11339430339213313
Male,71.33837604,Normal,0.09046609232679215
Male,71.00194477,Normal,0.10618747057087485
Male,66.20234771,Normal,0.13913724552977424
Male,72.54330705,Normal,0.062485662507552275
Male,67.47935176,Normal,0.1464605656451508
Male,65.35041056,Normal,0.14573563826164115
Male,70.84406242,Normal,0.11031454621516368
Male,69.93847526,Normal,0.11860068647751609
Male,64.73981548,Normal,0.14743576875729736
Male,69.30840288,Normal,0.13396579421357796
Male,68.83846286,Normal,0.13812883930593955
Male,61.93732327,Normal,0.12378476585100467
Male,68.59333554,Normal,0.13562936952203375
Male,65.21857558,Normal,0.150016823807813
Male,64.33364811,Normal,0.1335016189399254
Male,68.7489067,Normal,0.137985276836321
Male,72.4896554,Normal,0.061354854928793
Male,67.23393092,Normal,0.14712807667163474
Male,67.26360484,Normal,0.1481723824041492
Male,65.11850428,Normal,0.14844786261441367
Male,66.26282004,Normal,0.1313983746385768
Male,67.70167966,Normal,0.14839560299459725
Male,65.53069597,Normal,0.14393557008842667
Male,69.86896981,Normal,0.11540494658297151
Male,68.48187536,Normal,0.14146457466407925
Male,72.21396335,Normal,0.08147163131591295
Male,68.17953269,Normal,0.14773320752173286
Male,71.98120654,Normal,0.09013024199974407
Male,66.06513673,Normal,0.1424964683518805
Male,66.65616417,Normal,0.1296299359631411
Male,67.5994242,Normal,0.14713831504637126
Male,68.24594409,Normal,0.14760423531932243
Male,64.80862144,Normal,0.14916543848747632
Male,67.49221827,Normal,0.14734672429732576
Male,68.18073071,Normal,0.1493088124092412
Male,69.5533849,Normal,0.12455779969474273
Male,66.40224967,Normal,0.13559960035813706
Male,66.59215711,Normal,0.12755251386023914
Male,71.93588658,Normal,0.09524312497411436
Male,68.28704173,Normal,0.1440886169549228
Male,69.9554512,Normal,0.12116155303443915
Male,71.85112915,Normal,0.09338161973245296
Male,65.75549864,Normal,0.14486534366078868
Male,67.03185208,Normal,0.14720435142682892
Male,72.57112137,Normal,0.06170191133741265
Male,69.7288049,Normal,0.12360927024456808
Male,72.799224,Normal,0.05051556209178254
Male,72.53935407,Normal,0.06119523511928826
Male,72.29474338,Normal,0.07277633460598198
Male,67.25332482,Normal,0.14841531243089412
Male,66.31623192,Normal,0.13881027115440847
Male,71.15605349,Normal,0.10056524447186876
Male,71.19220229,Normal,0.09546433807611676
Male,72.19751201,Normal,0.08346248844476067
Male,64.41152936,Normal,0.13184911137229316
Male,64.73442436,Normal,0.14891770014711936
Male,63.41458714,Normal,0.13695411959552023
Male,67.84866523,Normal,0.15067865674969871
Male,65.93178483,Normal,0.14274504906522367
Male,70.96655044,Normal,0.10741262175907634
Male,67.58074728,Normal,0.14602966533039458
Male,68.58927044,Normal,0.13524880908044612
Male,70.32475344,Normal,0.10497711988555553
Male,72.39448041,Normal,0.06690537535761187
Male,70.82085671,Normal,0.1078947568783763
Male,65.90330126,Normal,0.14159527396709504
Male,67.68091903,Normal,0.14705769542883185
Male,67.15596277,Normal,0.1518725535682101
Male,71.77484122,Normal,0.09801723614996183
Male,64.66523194,Normal,0.14354272000072754
Male,68.12276836,Normal,0.14387659670773545
Male,66.78692724,Normal,0.13618833063299424
Male,66.80584984,Normal,0.134566499179121
Male,67.8860138,Normal,0.15148977283290188
Male,69.17357692,Normal,0.12741408270948823
Male,70.22492333,Normal,0.10636174793588793
Male,64.85579918,Normal,0.14857989585793513
Male,67.82109327,Normal,0.1490687381220408
Male,63.44024747,Normal,0.13594972764015073
Male,71.84843485,Normal,0.09372515105546464
Male,66.72807365,Normal,0.13605698720245057
Male,71.96830565,Normal,0.09275369442451165
Male,71.47610128,Normal,0.09883927429777284
Male,67.36980864,Normal,0.15076934763689692
Male,70.55524376,Normal,0.11426349280198472
Male,69.86710128,Normal,0.11540494658297151
Male,67.94757004,Normal,0.14538989390414486
Male,69.1678363,Normal,0.12700824805191913
Male,66.55722857,Normal,0.12711221606985074
Male,66.70160499,Normal,0.13006811762982584
Male,67.24606495,Normal,0.14785870628735437
Male,69.05138548,Normal,0.12679930825305563
Male,70.67274718,Normal,0.10798100720452014
Male,65.49899512,Normal,0.14554046343985827
Male,65.18722085,Normal,0.15043684993114387
Male,67.56814301,Normal,0.1454688691588913
Male,73.81538569,Normal,0.005001041630113945
Male,71.60656421,Normal,0.09932672849221025
Male,67.72474924,Normal,0.14852752646202672
Male,68.23113195,Normal,0.14930783275079018
Male,65.92942171,Normal,0.14250220550876086
Male,71.54849571,Normal,0.09976300177158981
Male,69.16438112,Normal,0.12499550327189402
Male,68.59765932,Normal,0.1364241106730656
Male,71.05751089,Normal,0.10702554701572847
Male,63.64405958,Normal,0.13994310317585656
Male,71.1824554,Normal,0.09599579364916588
Male,66.12867317,Normal,0.14470427728868496
Male,65.05737312,Normal,0.1488600670746077
Male,68.09137436,Normal,0.14084429721009822
Male,70.9931439,Normal,0.10667991547887318
Male,69.32711818,Normal,0.13667833757645775
Male,64.93134219,Normal,0.14935263040078278
Male,68.34684231,Normal,0.14400350208348045
Male,70.92912508,Normal,0.10562271858203587
Male,61.4778092,Normal,0.12034960704296221
Male,68.49081272,Normal,0.14102057475751578
Male,72.04988987,Normal,0.08898895148927422
Male,72.52166703,Normal,0.06046389157830567
Male,71.23391139,Normal,0.09103827962683808
Male,72.25911519,Normal,0.07560233384893522
Male,67.5650399,Normal,0.14623622626457838
Male,72.26760699,Normal,0.07217489416747569
Male,62.600248,Normal,0.1373285793382532
Male,66.23643729,Normal,0.13776538726332693
Male,69.65043741,Normal,0.12125217110363962
Male,69.28592141,Normal,0.13432837463211056
Male,70.72527874,Normal,0.11121648359075353
Male,68.82861496,Normal,0.13731520340740333
Male,66.01442823,Normal,0.13813380809747722
Male,66.41488206,Normal,0.13602137474651615
Male,66.61562439,Normal,0.12737389059316162
Male,68.03482178,Normal,0.1384613466971057
Male,70.50239804,Normal,0.11242235261601619
Male,69.15772949,Normal,0.12583661721912748
Male,70.79502261,Normal,0.11116995166527222
Male,65.19437712,Normal,0.15149574613758593
Male,71.06690628,Normal,0.10674857567397711
Male,69.33419779,Normal,0.13668065286157116
Male,69.89920395,Normal,0.12132171067418357
Male,64.42519379,Normal,0.1349672959130876
Male,67.8521307,Normal,0.1512880066974272
Male,67.54906949,Normal,0.14884276455177126
Male,71.41894599,Normal,0.09790296547863842
Male,67.12034439,Normal,0.15328601866436248
Male,69.85958791,Normal,0.11507608847621631
Male,68.43081339,Normal,0.13963872511441067
Male,67.93348261,Normal,0.14785390264748527
Male,68.49534316,Normal,0.14136662942861739
Male,65.24414341,Normal,0.15287895856464445
Male,70.18535205,Normal,0.11247004470177258
Male,71.10413316,Normal,0.10399118867324975
Male,68.44757854,Normal,0.14057118910956734
Male,65.42057682,Normal,0.14532612616807722
Male,67.70078811,Normal,0.14839560299459725
Male,71.16724587,Normal,0.09697784930539355
Male,67.23077189,Normal,0.14682068926314007
Male,67.88055919,Normal,0.15205293881986748
Male,67.37637547,Normal,0.1495977289522964
Male,68.76124693,Normal,0.13887832169913977
Male,71.7052725,Normal,0.09338393807899137
Male,69.38099479,Normal,0.13580802982103535
Male,73.71652763,Normal,0.01002342799480993
Male,69.45337621,Normal,0.13415127252900017
Male,70.78628981,Normal,0.11116995166527222
Male,71.76846374,Normal,0.09801723614996183
Male,69.34345396,Normal,0.13517072963852228
Male,65.28602551,Normal,0.1512723377554795
Male,70.92184441,Normal,0.10595797054625067
Male,68.59666269,Normal,0.1342640867731817
Male,68.60379643,Normal,0.13696058299049235
Male,69.47874412,Normal,0.12960260256154332
Male,65.93089621,Normal,0.14274504906522367
Male,68.5233453,Normal,0.1429188473169004
Male,71.19793782,Normal,0.0933831421236807
Male,66.55658687,Normal,0.1274337907410672
Male,71.74227623,Normal,0.09577764608541639
Male,69.74482933,Normal,0.12327342017958764
Male,66.75065413,Normal,0.13574585912150383
Male,69.69242226,Normal,0.11935311386372915
Male,70.40351683,Normal,0.10970801763028165
Male,69.01973611,Normal,0.13218687224308046
Male,64.73228716,Normal,0.14769175158169867
Male,70.99807444,Normal,0.10601016222419091
Male,64.45981425,Normal,0.13728224002995393
Male,69.74952258,Normal,0.12262613600014483
Male,71.52684881,Normal,0.10063045778428825
Male,68.32791586,Normal,0.14586232229793122
Male,70.76472016,Normal,0.10900181916952506
Male,71.41904963,Normal,0.09790296547863842
Male,69.39047409,Normal,0.13429945157811063
Male,72.00173222,Normal,0.09178506840444656
Male,69.19147497,Normal,0.12817809256994406
Male,66.16636328,Normal,0.14457700925583328
Male,67.272143,Normal,0.1481380120340009
Male,70.9158354,Normal,0.1065781432882883
Male,69.11988779,Normal,0.12719626710154086
Male,67.40902587,Normal,0.15096513405704154
Male,72.93864904,Normal,0.04785782641597702
Male,70.4909287,Normal,0.11057788460359408
Male,69.00825946,Normal,0.1315234153673131
Male,66.76210992,Normal,0.13643890381574014
Male,69.12066373,Normal,0.12719626710154086
Male,73.12626719,Normal,0.028580703370505556
Male,67.4868239,Normal,0.14703948487287877
Male,64.95507833,Normal,0.1499439549744787
Male,67.78248907,Normal,0.14779187803058086
Male,67.6623988,Normal,0.1477565349483811
Male,66.47639701,Normal,0.12965016399455237
Male,72.9870702,Normal,0.042913716217627185
Male,69.56323228,Normal,0.12455779969474273
Male,71.00356014,Normal,0.10714180670000167
Male,69.91563736,Normal,0.12023180188409321
Male,71.69714179,Normal,0.09316249123811404
Male,67.64994086,Normal,0.14510966209071074
Male,68.29555456,Normal,0.143825089892956
Male,68.68725567,Normal,0.13673948614196169
Male,68.91577165,Normal,0.13455638663364627
Male,68.96087967,Normal,0.13207601569812977
Male,67.2472352,Normal,0.14785870628735437
Male,68.91586364,Normal,0.13455638663364627
Male,65.8385445,Normal,0.1449924393722133
Male,64.67107555,Normal,0.14354272000072754
Male,66.29589772,Normal,0.1373714812540484
Male,67.09758575,Normal,0.15165225030485568
Male,66.99828973,Normal,0.14642340804103687
Male,70.9619709,Normal,0.10674386065360159
Male,68.4208722,Normal,0.13963872511441067
Male,67.65252759,Normal,0.1460985473754149
Male,70.54924202,Normal,0.11407151792988335
Male,68.89083891,Normal,0.13579660514862463
Male,68.28453192,Normal,0.14418976611144702
Male,64.99507826,Normal,0.1510428245403465
Male,65.57577154,Normal,0.14177254395013184
Male,69.30608824,Normal,0.13364949837157475
Male,65.70471542,Normal,0.13974598754271467
Male,67.80399101,Normal,0.14955369014044728
Male,69.21614731,Normal,0.13344557030181764
Male,68.01500601,Normal,0.14165282853359645
Male,61.92694894,Normal,0.12371775740810348
Male,67.26636272,Normal,0.14842275933131022
Male,67.67682185,Normal,0.14767194184868132
Male,69.97090362,Normal,0.11860730241844819
Male,65.31346154,Normal,0.15044424694902514
Male,71.90600544,Normal,0.09338576702175672
Male,66.23390404,Normal,0.13643338070430283
Male,65.81494282,Normal,0.14512832132583786
Male,72.84494786,Normal,0.05077775159477149
Male,70.94944345,Normal,0.10893234115191525
Male,71.34380763,Normal,0.08935634919972113
Male,71.05566416,Normal,0.10635626177676355
Male,61.92554729,Normal,0.12371775740810348
Male,68.76245756,Normal,0.13970487988410318
Male,67.58394143,Normal,0.14602966533039458
Male,67.36169467,Normal,0.15107406434075604
Male,65.87915656,Normal,0.14321902440129403
Male,68.69476215,Normal,0.13588902470764597
Male,69.53486155,Normal,0.12872243772702963
Male,66.63469083,Normal,0.1300808243608657
Male,69.80990157,Normal,0.11915739355503197
Male,68.67987369,Normal,0.1398848070048052
Male,71.61517875,Normal,0.09891650012005682
Male,69.68979533,Normal,0.11870052124226871
Male,70.90108637,Normal,0.10902445106451047
Male,68.00581399,Normal,0.14357770792663915
Male,70.61574398,Normal,0.11091265735147621
Male,71.57119416,Normal,0.10005191092058041
Male,73.01286326,Normal,0.04065132495657031
Male,60.74811787,Normal,0.09702258424592825
Male,69.08211963,Normal,0.12267381926067161
Male,69.33873763,Normal,0.13517072963852228
Male,67.75713771,Normal,0.14933954503794028
Male,72.22761616,Normal,0.07916795641871077
Male,68.92104135,Normal,0.1347881918451605
Male,65.33492768,Normal,0.14948081511128014
Male,65.93240345,Normal,0.14141020247994335
Male,70.46668931,Normal,0.10828486150585098
Male,73.18104362,Normal,0.0296044155806503
Male,68.55087969,Normal,0.14157025038395854
Male,68.52940825,Normal,0.14229816478601942
Male,63.59645542,Normal,0.14062119601799206
Male,67.14424123,Normal,0.15282392906257064
Male,70.81637062,Normal,0.10659936827269262
Male,73.53028481,Normal,0.022964810430399107
Male,66.14106892,Normal,0.1426974743749796
Male,67.90684975,Normal,0.14752997230797504
Male,71.43337582,Normal,0.09985716488133356
Male,67.1126798,Normal,0.15339383547364044
Male,73.28391797,Normal,0.0248645950469093
Male,63.67258315,Normal,0.13899865006549855
Male,69.2253203,Normal,0.13494077048204944
Male,69.67012402,Normal,0.11905502792425093
Male,70.48544817,Normal,0.11068694590425282
Male,69.00467787,Normal,0.1315234153673131
Male,68.45789401,Normal,0.13988258726951291
Male,66.02473378,Normal,0.14045108303530557
Male,69.31816913,Normal,0.13667833757645775
Male,69.07774056,Normal,0.12299753858536328
Male,73.56227037,Normal,0.02173288523402528
Male,66.08768889,Normal,0.14252666725044078
Male,73.52598433,Normal,0.022181699507886066
Male,69.67906022,Normal,0.11864052723869128
Male,66.67678112,Normal,0.1281765582884286
Male,72.96166547,Normal,0.043747032147066656
Male,68.24687214,Normal,0.14791109277057934
Male,71.95662589,Normal,0.09492085174041087
Male,71.05863335,Normal,0.10702554701572847
Male,66.97694995,Normal,0.1458429365827243
Male,68.47800208,Normal,0.14021842804871287
Male,71.28444139,Normal,0.09112830273604977
Male,64.98045629,Normal,0.15054955187879598
Male,66.76188387,Normal,0.13643890381574014
Male,68.76616172,Normal,0.13907984535662077
Male,68.99254357,Normal,0.13121024073075044
Male,71.2951946,Normal,0.08921400731693774
Male,69.0494784,Normal,0.12734688781578402
Male,66.54148202,Normal,0.12829867554037655
Male,68.51552345,Normal,0.14397188001608174
Male,67.45971531,Normal,0.14644796572760965
Male,71.35738241,Normal,0.08857113675718287
Male,68.59040604,Normal,0.13562936952203375
Male,69.73608671,Normal,0.1239323568699876
Male,69.83385707,Normal,0.11691497680305857
Male,72.41058576,Normal,0.06798895832457152
Male,65.43459687,Normal,0.14343513977671257
Male,66.26765677,Normal,0.1324549309881689
Male,69.97430087,Normal,0.11860730241844819
Male,71.20919422,Normal,0.08965765790366753
Male,69.93740019,Normal,0.11827399129626048
Male,71.38602219,Normal,0.0931103619022362
Male,64.58878167,Normal,0.14112217768820817
Male,68.79298442,Normal,0.14002029286371676
Male,68.44574673,Normal,0.14057118910956734
Male,69.20157812,Normal,0.13193530060450148
Male,69.42601731,Normal,0.13492842177335834
Male,69.6062252,Normal,0.11978143988736945
Male,72.88170697,Normal,0.053008058014850756
Male,62.17833122,Normal,0.13554265315121272
Male,68.87470662,Normal,0.13832031165784026
Male,71.08008356,Normal,0.10506920749497561
Male,72.18253412,Normal,0.0855986965108223
Male,72.06275498,Normal,0.08683282329783104
Male,67.38005789,Normal,0.1495977289522964
Male,67.93463453,Normal,0.14785390264748527
Male,70.80193026,Normal,0.11089131661250629
Male,65.54912127,Normal,0.14237027968914417
Male,70.19122448,Normal,0.11044687369710537
Male,71.77899537,Normal,0.09700516341722543
Male,68.13028842,Normal,0.14634577495065426
Male,68.35948256,Normal,0.13997846353439009
Male,66.09035701,Normal,0.14195155922341185
Male,71.58012314,Normal,0.09954698121840933
Male,73.53666772,Normal,0.02027759808795726
Male,71.11553184,Normal,0.10040108615624055
Male,70.79430255,Normal,0.11116995166527222
Male,71.72906048,Normal,0.09634242899137135
Male,63.19653037,Normal,0.12711491173648637
Male,68.10111341,Normal,0.13845255237945858
Male,65.85609973,Normal,0.1449924393722133
Male,68.3464565,Normal,0.14439145373867868
Male,69.56022893,Normal,0.12455779969474273
Male,68.72830407,Normal,0.13023767621798082
Male,70.15827765,Normal,0.11884341930789144
Male,68.92333665,Normal,0.1347881918451605
Male,64.3001742,Normal,0.13082104001514933
Male,70.45563306,Normal,0.1104103668014399
Male,68.62406319,Normal,0.13734940394116846
Male,69.66475174,Normal,0.11757328042487603
Male,69.05888454,Normal,0.12641153154187473
Male,67.22698623,Normal,0.14662151658829287
Male,66.11579969,Normal,0.1440713593685778
Male,68.61738735,Normal,0.13769107050581225
Male,69.24901281,Normal,0.13307389701932731
Male,69.64190618,Normal,0.12157685197069934
Male,72.79702836,Normal,0.05194901361605575
Male,70.97268413,Normal,0.1041142360125788
Male,64.36216387,Normal,0.1300157086679306
Male,71.32700107,Normal,0.0873192504486533
Male,67.17202444,Normal,0.14805371866953443
Male,63.86792096,Normal,0.1358877697019849
Male,68.88599177,Normal,0.1377873517820578
Male,72.13199022,Normal,0.08892403118617265
Male,68.40372617,Normal,0.14009443230604202
Male,65.09265639,Normal,0.14975115813057105
Male,69.22967912,Normal,0.1333380694022675
Male,71.94778826,Normal,0.09416402057402162
Male,67.46299066,Normal,0.14840992922511875
Male,69.31290864,Normal,0.13545161445794757
Male,63.73104817,Normal,0.1442907799322219
Male,60.6798174,Normal,0.09588262280615056
Male,70.66332308,Normal,0.10927445964849913
Male,67.59403113,Normal,0.14664401548311767
Male,70.46707885,Normal,0.10828486150585098
Male,71.94401052,Normal,0.09484979286265416
Male,70.78222816,Normal,0.1086320323711567
Male,64.72725696,Normal,0.14732070367870603
Male,68.38302408,Normal,0.14025103014786566
Male,71.4692208,Normal,0.10000891825760427
Male,66.94445374,Normal,0.14501595076693158
Male,70.796979,Normal,0.11291943974271856
Male,65.29243478,Normal,0.15073952436152493
Male,61.75400983,Normal,0.12213602422013942
Male,62.48067131,Normal,0.13555905749222869
Male,67.80567987,Normal,0.1492025712310402
Male,69.52599428,Normal,0.128044886372783
Male,72.50075663,Normal,0.06143061344735312
Male,70.48529474,Normal,0.11068694590425282
Male,66.68973599,Normal,0.1279637459634591
Male,71.29191758,Normal,0.08921400731693774
Male,71.7967672,Normal,0.09711031432113848
Male,73.05634425,Normal,0.031608877449011086
Male,68.85335437,Normal,0.1394824279943101
Male,66.04544386,Normal,0.14124175463905714
Male,69.25161788,Normal,0.1322156685704456
Male,69.34065722,Normal,0.13485524931519138
Male,70.97626497,Normal,0.10421480215566553
Male,63.56127763,Normal,0.13802582512544503
Male,69.77015095,Normal,0.12097211381076645
Male,65.18847756,Normal,0.15043684993114387
Male,69.97894082,Normal,0.11932765499912928
Male,69.75059715,Normal,0.12262613600014483
Male,71.17143115,Normal,0.09634564172952531
Male,70.57200178,Normal,0.11225724627056155
Male,65.65108952,Normal,0.1410419008036976
Male,67.13841414,Normal,0.1522166588897786
Male,65.91808694,Normal,0.1431084859158251
Male,73.78663644,Normal,0.006964723082915847
Male,67.73725134,Normal,0.14814518310014096
Male,65.54407625,Normal,0.14301869804770323
Male,71.21391257,Normal,0.08904023216047685
Male,65.59235403,Normal,0.140838875970279
Male,65.66755448,Normal,0.140855885151772
Male,61.97273588,Normal,0.1227675041622786
Male,72.34218364,Normal,0.07447818999730371
Male,70.31169434,Normal,0.10518301639720601
Male,67.11556435,Normal,0.15328601866436248
Male,65.93248176,Normal,0.14141020247994335
Male,67.22774502,Normal,0.14662151658829287
Male,70.11434363,Normal,0.11750992178762748
Male,64.52730263,Normal,0.1407229663605768
Male,70.05125469,Normal,0.11555787037042886
Male,71.83316878,Normal,0.0935035422202889
Male,72.83673969,Normal,0.049341243807269564
Male,73.30186575,Normal,0.02519664962904844
Male,66.39319245,Normal,0.13542624038595158
Male,66.51516196,Normal,0.12922921847391933
Male,69.27281261,Normal,0.13534832025375793
Male,68.23195393,Normal,0.14930783275079018
Male,70.41386903,Normal,0.11118422055678329
Male,69.72688521,Normal,0.12360927024456808
Male,65.51073389,Normal,0.14424490886886215
Male,69.13726936,Normal,0.13146256782130994
Male,73.6661888,Normal,0.0109540609548755
Male,65.89275253,Normal,0.1409654288634164
Male,68.35442896,Normal,0.13997846353439009
Male,70.42473053,Normal,0.11067279250592515
Male,72.08020115,Normal,0.08648462714227667
Male,71.71112479,Normal,0.09345520262934737
Male,65.72916187,Normal,0.14323084392028818
Male,63.8983382,Normal,0.13741197332600913
Male,70.31600971,Normal,0.10477757401136134
Male,65.78872979,Normal,0.14509753616396026
Male,69.82746419,Normal,0.11629280926022445
Male,68.33115009,Normal,0.14586232229793122
Male,67.74158927,Normal,0.14814518310014096
Male,73.40405852,Normal,0.021048086049428316
Male,69.55476188,Normal,0.12455779969474273
Male,64.53903978,Normal,0.1404315729621488
Male,67.54676147,Normal,0.14884276455177126
Male,73.09647798,Normal,0.02683292053711972
Male,66.55398107,Normal,0.12468123303030804
Male,70.86268806,Normal,0.10980418975522882
Male,71.5687337,Normal,0.10005191092058041
Male,65.83839113,Normal,0.1449924393722133
Male,70.27553366,Normal,0.10221933108840703
Male,61.773522,Normal,0.12277660086315845
Male,71.60514585,Normal,0.09932672849221025
Male,67.26010358,Normal,0.14847885558487434
Male,70.92419443,Normal,0.10562271858203587
Male,73.10087624,Normal,0.02644411553230519
Male,70.66199203,Normal,0.1096762300053794
Male,67.14466735,Normal,0.1540722059881035
Male,67.12315343,Normal,0.15310624501779985
Male,69.52494396,Normal,0.12831750366437983
Male,65.22469166,Normal,0.1520565399046081
Male,68.41046282,Normal,0.13923586715953468
Male,68.7634637,Normal,0.13970487988410318
Male,67.93686881,Normal,0.14785390264748527
Male,69.23782869,Normal,0.13111147055814393
Male,68.46572392,Normal,0.13888883073348635
Male,65.6942936,Normal,0.13965896413805828
Male,69.43099805,Normal,0.13672456313724035
